"name","code","price","measurement","use_for","years_of_circulation","category","space","location","forsalewhat","introduction","score","suggest","location_advantage","climate","related_support","land","status"
"安阳滑县50亩畜牧养殖用地转让","土地编码：50614 更新时间：2018-10-20 15:41:26 1023 次查看","面议","","养殖用地|畜牧养殖用地","15 年","转让","50 亩","河南/安阳/滑县","马 山羊 奶牛 黄牛","该土地位于河南安阳，土地性质为养殖用地，面积：50亩，价格为：每年8万元，可流转15年； \r\n目前用途：现地块利用现状为养殖；适合项目：此地块非常适合从养殖的项目；权证有效期限：2014年到2033年；有政策补贴：可享受当地畜牧良种补贴、税收优惠、畜禽养殖扶植政策等政策；其它补充地块平整程度非常平整，土地肥力较高，配套设施：供电已接通、进入道路为水泥路、附属设施:农机房、晾晒场、生活用房、水井等。","81.16","牲畜饲养、休闲农业、生态农场","良","良","良","一般","良"
"安阳  殷都区 1000亩 旱地 出租","土地编码：50617 更新时间：2018-10-20 15:41:25 1016 次查看","1000","元/亩/年","耕地|旱地","40 年","出租","1000 亩","河南/安阳/殷都区","玉米 小麦 山药","目前种着庄稼，交通便利，水电齐全，水泥路通地头，可建设光伏","89.15","经济作物种植、粮油种植、休闲农业","一般","良","一般","优","优"
"河南安阳 2500平厂房出租","土地编码：50431 更新时间：2018-10-20 15:41:08 109 次查看","7","元/平米/月","工矿仓储|厂房","3 年","出租","2500 平米","河南/安阳/北关区","","","","","","","","",""
"安阳殷都区 300平米 宅基地 转让","土地编码：50443 更新时间：2018-10-20 15:41:08 1348 次查看","8","万元","商业及住宅|宅基地","70 年","转让","300 平米","河南/安阳/殷都区","","村庄环境优美，道路平整，交通方便，附近是农田和果园。可以翻盖，是休闲养生的好去处。","","","","","","",""
"河南安阳 1000平厂房出租","土地编码：50587 更新时间：2018-10-20 15:41:08 131 次查看","12","元/平米/月","工矿仓储|厂房","3 年","出租","1000 平米","河南/安阳/文峰区","","花园式厂区办公楼整栋出租，或多间出租，价格优惠、环境优美，可用于初创业初期的办公室。及注册公司的地址。厂区内有食堂、洗澡间、体育活动及放映厅等娱乐场所等。交通便利，在南林高速出口附近，厂区大门前是宽阔的平原路。厂区内有1500平方闲置车间，有愿租用的企业价格优惠。整车间、或者间隔断都可，价格面议。","","","","","","",""
"汤阴县20兆瓦光伏农业大棚项目","土地编码：51198 更新时间：2018-10-20 15:41:08 1470 次查看","1000","元/亩/年","耕地|旱地","30 年","出租","750 亩","河南/安阳/汤阴县","","\xa0 \xa0 \xa0 \xa020兆瓦农业大棚 光伏电站项目，各方面手续齐全，欢迎各地投资商来参观考察。","82.33","经济作物种植、粮油种植、休闲农业","良","良","一般","良","一般"
"QM安阳  文峰区 23亩 工业用地 转让","土地编码：52887 更新时间：2018-10-20 15:40:42 1446 次查看","445.4","万元","工矿仓储|工业用地","70 年","转让","23 亩","河南/安阳/文峰区","","诚心出售、出租或以土地占股方式将土地对外处理，土地在文峰区，地段卓越，证件齐全 土地已打好院墙，详细价格以及具体条款面谈 紧邻廉租房，欢迎前来看土地。","","","","","","",""
"河南安阳 15000平厂房出租","土地编码：50584 更新时间：2018-10-20 15:40:25 111 次查看","面议","","工矿仓储|厂房","3 年","出租","15000 平米","河南/安阳/文峰区","","","","","","","","",""
"河南安阳 800平厂房出租","土地编码：50585 更新时间：2018-10-20 15:40:25 90 次查看","面议","","工矿仓储|厂房","3 年","出租","800 平米","河南/安阳/安阳县","","","","","","","","",""
"河南安阳林州3500平厂房出租","土地编码：50589 更新时间：2018-10-20 15:40:25 262 次查看","面议","","工矿仓储|厂房","5 年","出租","3500 平米","河南/安阳/林州市","","","","","","","","",""
"安阳林州市 500亩 水浇地 转让","土地编码：50603 更新时间：2018-10-20 15:40:25 931 次查看","面议","","耕地|水浇地","65 年","转让","500 亩","河南/安阳/林州市","","土地流转费用一年一付，每年十万，现在只差一百多万就能营业，包含市内2000平米游泳池一座未装修，垂钓池一个，四层办公楼一个。果树2000余棵四五年已基本成型。背靠太行山，前面就是八大奇迹红旗渠。","85.09","经济作物种植、粮油种植、休闲农业","良","良","一般","良","优"
"安阳安阳县 20亩 水浇地 出租","土地编码：50605 更新时间：2018-10-20 15:40:24 726 次查看","4000","元/亩/年","耕地|水浇地","40 年","出租","20 亩","河南/安阳/安阳县","大蒜 西瓜 黄瓜","本土地属于安阳县白璧镇，平原地带土地平整肥沃，土地上现有盖有4座温室大棚，每个棚净使用面积2亩，配有1口300多米深的水井，完全可以满足灌溉的需要，并且有单独的变压器，自建住房，仓库，水井，满足用电生活灌溉的需求，并具附近村民大量闲置，可提供大量的劳动力，土地坐落于安阳县白璧镇，位临安楚路(省道301）200米，且水泥路已经通到地头，交通运输方便向北是豫北蔬菜交易市场，向南是内黄果蔬城，销路不愁，且安阳市农科院也坐落于此，大棚还是新大棚，之前种的黄瓜，因到外地投资其他项目，无暇管理，所以诚信招租，经营权证已经办理，安阳县是两权抵押试点县，可以申请贷款或补助。欢迎有意者电话咨询或实地考察。","83.44","经济作物种植、粮油种植、休闲农业","良","良","良","一般","优"
"肇庆四会市地豆镇50平米宅基地转让","土地编码：107268 更新时间：2018-10-20 15:37:16 22 次查看","5","万元","商业及住宅|宅基地","70 年","转让","50 平米","广东/肇庆/四会市","","四会地豆镇市场附近私人地皮出售50平米，交通方便，价格优惠，二楼可以往外漂。","","","","","","",""
"海南保亭黎族苗族自治县211.9亩有林地转让","土地编码：28352 更新时间：2018-10-20 15:30:14 561 次查看","面议","","林地|有林地","23 年","转让","211.9 亩","海南/保亭黎族苗族自治县","","目前该土地大部分已经种植槟榔，18年开始结果。","84.68","经济作物种植、林木种植、休闲农业","良","优","一般","一般","优"
"海南保亭黎族苗族自治县40亩水田出租","土地编码：77166 更新时间：2018-10-20 15:30:14 181 次查看","面议","","耕地|水田","9 年","出租","40 亩","海南/保亭黎族苗族自治县","","水田一块","79.42","经济作物种植、水稻种植、休闲农业","良","优","一般","一般","一般"
"海南保亭黎族苗族自治县98亩果园转让","土地编码：90435 更新时间：2018-10-20 15:30:14 149 次查看","140","万元","园地|果园","14 年","转让","98 亩","海南/保亭黎族苗族自治县","石榴 柚子","高产期涨价地，交通便利，靠近路边，水源充足。","80.12","经济作物种植、林木种植、休闲农业","良","优","一般","一般","一般"
"海南保亭黎族苗族自治县23亩果园转让","土地编码：80116 更新时间：2018-10-20 15:30:13 200 次查看","250","万元","园地|果园","30 年","转让","23 亩","海南/保亭黎族苗族自治县","香蕉 荔枝 龙眼 木瓜 椰子 火龙果","位于县城区域内，靠近大景区旁边，水电交全，交通便利，有房子一座60平米。有工具棚屋。现种植龙眼，菠萝蜜，槟榔。环境优美，宜居养生养老福地！","81.19","经济作物种植、林木种植、休闲农业","良","优","一般","一般","一般"
"海南保亭自治县500亩有林地出租","土地编码：34790 更新时间：2018-10-20 15:30:13 1861 次查看","200","元/亩/年","林地|有林地","20 年","出租","500 亩","海南/保亭黎族苗族自治县","","承包内容：林下的500亩益智园，现已是两年以上的苗，明年可以丰产","82.88","经济作物种植、林木种植、休闲农业","良","优","一般","良","一般"
"海南保亭自治县50亩果园转让","土地编码：90311 更新时间：2018-10-20 15:30:13 282 次查看","65","万元","园地|果园","14 年","转让","50 亩","海南/保亭黎族苗族自治县","龙眼 榴莲 火龙果","高产期的橡胶地一块，道路畅通，水泥路直接到果园，一面靠路边，一面靠稻田，田园风光！","86.76","经济作物种植、林木种植、休闲农业","良","优","良","一般","优"
"海南保亭黎族苗族自治县6亩果园出租","土地编码：95836 更新时间：2018-10-20 15:30:13 100 次查看","面议","","园地|果园","12 年","出租","6 亩","海南/保亭黎族苗族自治县","枣子 柑橘 椰子 葡萄","位于海南省保亭县城西5公里，距山海高速出口2公里。交通便利，本公司属于食品加工企业，具有食品生产许可证，化验室等设备，手续齐全。本公司有场地6亩，房屋12间，建筑厂房800平米，其中有220平米已做好了诺丽酵素生产线。已经投入使用。\n现欲诚招食品加工企业，租赁，合作均可。","85.23","经济作物种植、林木种植、休闲农业","良","优","一般","一般","优"
"海南保亭黎族苗族自治县3亩果园转让","土地编码：98077 更新时间：2018-10-20 15:30:13 100 次查看","面议","","园地|果园","15 年","转让","3 亩","海南/保亭黎族苗族自治县","菠萝 杨梅 龙眼","距离镇上2公里，生活设施齐全，四至清晰，围栏已围好，水电接通就可用，现种有槟榔","82.91","经济作物种植、林木种植、休闲农业","良","优","一般","一般","优"
"海南保亭16亩果园转让","土地编码：28485 更新时间：2018-10-20 15:30:12 1699 次查看","150","万元","园地|果园","26 年","转让","16 亩","海南/保亭黎族苗族自治县","龙眼 菠萝","位于风光秀丽的保亭县城附近，距离县城仅仅几公里的路程（距离海口市仅两百多公里）。果园门口接有 ，交通相当便利。果园面积16亩，栽有龙眼、菠萝蜜和槟榔等水果作物。土地平整，果园内有两套房子（一新一旧）。","82.15","经济作物种植、林木种植、休闲农业","良","优","一般","一般","优"
"保亭农庄 26亩 原生态多种果树 有鱼塘 有小溪 环境优美","土地编码：91210 更新时间：2018-10-20 15:30:12 159 次查看","230","万元","园地|果园","30 年","转让","26 亩","海南/保亭黎族苗族自治县","火龙果 草莓 榴莲 椰子 荔枝 柑橘 香蕉 石榴 龙眼","保亭农庄/果园，面积26亩，原生态树种丰富果树品种多样，有鱼塘，小溪，，在省道旁，接手稍微整改即可营业，合同30年可过户，价格230万","79.32","经济作物种植、林木种植、休闲农业","良","优","一般","一般","一般"
"海南保亭黎族苗族自治县40亩果园转让","土地编码：54523 更新时间：2018-10-20 15:30:12 390 次查看","45","万元","园地|果园","16 年","转让","40 亩","海南/保亭黎族苗族自治县","","3面环水的一片胶园，正值青壮年，距离省道1.6公里，交通便利，风景如画","79.42","经济作物种植、林木种植、休闲农业","良","优","一般","一般","一般"
